LogId,BlockId,Timestamp,Level,Server,Component,PID,User,Message,FullLog,RootCause,Label
LOG0005623,blk_209497452,2024-01-01 07:48:30,ERROR,server-02,nginx,22012,user_0027,SQL injection pattern detected in request,2024-01-01 07:48:30 ERROR [server-02] nginx[22012]: SQL injection pattern detected in request,Security Attack,1
LOG0005636,blk_482334664,2024-01-01 07:49:37,ERROR,server-01,kernel,22028,user_0060,Memory leak detected in application thread,2024-01-01 07:49:37 ERROR [server-01] kernel[22028]: Memory leak detected in application thread,Memory Overflow,1
LOG0005641,blk_966359929,2024-01-01 07:50:03,ERROR,app-server,java-app,7574,user_0083,High network latency 2500ms detected,2024-01-01 07:50:03 ERROR [app-server] java-app[7574]: High network latency 2500ms detected,Network Issue,1
LOG0005643,blk_715330022,2024-01-01 07:50:13,ERROR,db-replica,nginx,6938,user_0026,Virtual memory exhausted cannot allocate,2024-01-01 07:50:13 ERROR [db-replica] nginx[6938]: Virtual memory exhausted cannot allocate,Memory Overflow,1
LOG0005652,blk_611837623,2024-01-01 07:50:55,ERROR,db-primary,kernel,41723,user_0089,Privilege escalation attempt detected,2024-01-01 07:50:55 ERROR [db-primary] kernel[41723]: Privilege escalation attempt detected,Security Attack,1
LOG0005662,blk_140168780,2024-01-01 07:51:47,ERROR,server-01,kernel,59291,user_0076,Disk I/O error on /dev/sda1,2024-01-01 07:51:47 ERROR [server-01] kernel[59291]: Disk I/O error on /dev/sda1,Disk Failure,1
LOG0005665,blk_525540417,2024-01-01 07:52:03,ERROR,monitor-01,redis,10304,user_0073,HDD temperature exceeded threshold 65C,2024-01-01 07:52:03 ERROR [monitor-01] redis[10304]: HDD temperature exceeded threshold 65C,Disk Failure,1
LOG0005666,blk_669452845,2024-01-01 07:52:08,ERROR,app-server,kernel,6449,user_0050,Privilege escalation attempt detected,2024-01-01 07:52:08 ERROR [app-server] kernel[6449]: Privilege escalation attempt detected,Security Attack,1
LOG0005678,blk_916838872,2024-01-01 07:53:07,ERROR,monitor-01,java-app,26197,user_0087,Disk I/O error on /dev/sda1,2024-01-01 07:53:07 ERROR [monitor-01] java-app[26197]: Disk I/O error on /dev/sda1,Disk Failure,1
LOG0005682,blk_704412289,2024-01-01 07:53:29,ERROR,web-01,mysqld,23977,user_0029,Swap usage at 100 percent system thrashing,2024-01-01 07:53:29 ERROR [web-01] mysqld[23977]: Swap usage at 100 percent system thrashing,Memory Overflow,1
LOG0005685,blk_235484293,2024-01-01 07:53:44,ERROR,web-02,mysqld,25939,user_0065,Port scan detected from remote host,2024-01-01 07:53:44 ERROR [web-02] mysqld[25939]: Port scan detected from remote host,Security Attack,1
LOG0005701,blk_564234513,2024-01-01 07:55:02,ERROR,monitor-01,systemd,53557,user_0027,Memory leak detected in application thread,2024-01-01 07:55:02 ERROR [monitor-01] systemd[53557]: Memory leak detected in application thread,Memory Overflow,1
LOG0005703,blk_518320344,2024-01-01 07:55:13,ERROR,monitor-01,sshd,39431,user_0029,Network interface eth1 link down,2024-01-01 07:55:13 ERROR [monitor-01] sshd[39431]: Network interface eth1 link down,Network Issue,1
LOG0005707,blk_430577081,2024-01-01 07:55:30,ERROR,db-replica,nginx,50428,user_0192,SMART error disk health critical,2024-01-01 07:55:30 ERROR [db-replica] nginx[50428]: SMART error disk health critical,Disk Failure,1
LOG0005708,blk_992496401,2024-01-01 07:55:39,ERROR,cache-01,java-app,16184,user_0046,Disk timeout after 30 seconds,2024-01-01 07:55:39 ERROR [cache-01] java-app[16184]: Disk timeout after 30 seconds,Disk Failure,1
LOG0005710,blk_758389176,2024-01-01 07:55:45,ERROR,monitor-01,cron,60482,user_0157,ARP table overflow network flooding,2024-01-01 07:55:45 ERROR [monitor-01] cron[60482]: ARP table overflow network flooding,Network Issue,1
LOG0005711,blk_142333815,2024-01-01 07:55:50,ERROR,monitor-01,java-app,28559,user_0068,SQL injection pattern detected in request,2024-01-01 07:55:50 ERROR [monitor-01] java-app[28559]: SQL injection pattern detected in request,Security Attack,1
LOG0005712,blk_743765077,2024-01-01 07:55:56,ERROR,proxy-01,mysqld,37260,user_0119,Memory usage exceeded 95 percent,2024-01-01 07:55:56 ERROR [proxy-01] mysqld[37260]: Memory usage exceeded 95 percent,Memory Overflow,1
LOG0005720,blk_802907613,2024-01-01 07:56:36,ERROR,monitor-01,redis,10547,user_0072,Stack overflow error in recursive function,2024-01-01 07:56:36 ERROR [monitor-01] redis[10547]: Stack overflow error in recursive function,Application Crash,1
LOG0005727,blk_856306447,2024-01-01 07:57:14,ERROR,web-01,kernel,18293,user_0020,OutOfMemoryError Java heap space,2024-01-01 07:57:14 ERROR [web-01] kernel[18293]: OutOfMemoryError Java heap space,Memory Overflow,1
LOG0005736,blk_544240761,2024-01-01 07:57:55,ERROR,server-02,java-app,38072,user_0044,Connection timeout to 192.168.1.1 after 30s,2024-01-01 07:57:55 ERROR [server-02] java-app[38072]: Connection timeout to 192.168.1.1 after 30s,Network Issue,1
LOG0005737,blk_879509359,2024-01-01 07:58:01,ERROR,monitor-01,mysqld,61249,user_0041,Firewall dropping packets from subnet,2024-01-01 07:58:01 ERROR [monitor-01] mysqld[61249]: Firewall dropping packets from subnet,Network Issue,1
LOG0005738,blk_509383410,2024-01-01 07:58:07,ERROR,app-server,sshd,14678,user_0135,Disk I/O error on /dev/sda1,2024-01-01 07:58:07 ERROR [app-server] sshd[14678]: Disk I/O error on /dev/sda1,Disk Failure,1
LOG0005741,blk_463957466,2024-01-01 07:58:23,ERROR,server-01,kernel,63708,user_0078,Firewall dropping packets from subnet,2024-01-01 07:58:23 ERROR [server-01] kernel[63708]: Firewall dropping packets from subnet,Network Issue,1
LOG0005742,blk_714367786,2024-01-01 07:58:25,ERROR,db-replica,sshd,47381,user_0029,High network latency 2500ms detected,2024-01-01 07:58:25 ERROR [db-replica] sshd[47381]: High network latency 2500ms detected,Network Issue,1
LOG0005746,blk_380181115,2024-01-01 07:58:47,ERROR,db-primary,mysqld,21290,user_0103,Bad sector detected at block 4096,2024-01-01 07:58:47 ERROR [db-primary] mysqld[21290]: Bad sector detected at block 4096,Disk Failure,1
LOG0005756,blk_224981330,2024-01-01 07:59:37,ERROR,app-server,redis,44600,user_0130,Segmentation fault core dumped,2024-01-01 07:59:37 ERROR [app-server] redis[44600]: Segmentation fault core dumped,Application Crash,1
LOG0005757,blk_184391981,2024-01-01 07:59:42,ERROR,cache-01,systemd,44218,user_0138,NullPointerException in UserService class,2024-01-01 07:59:42 ERROR [cache-01] systemd[44218]: NullPointerException in UserService class,Application Crash,1
LOG0005770,blk_165313709,2024-01-01 08:00:45,ERROR,web-02,systemd,53271,user_0034,DNS resolution failed for db.internal host,2024-01-01 08:00:45 ERROR [web-02] systemd[53271]: DNS resolution failed for db.internal host,Network Issue,1
LOG0005778,blk_119693855,2024-01-01 08:01:27,ERROR,server-01,systemd,41268,user_0069,Buffer overflow detected in stack,2024-01-01 08:01:27 ERROR [server-01] systemd[41268]: Buffer overflow detected in stack,Memory Overflow,1
LOG0005793,blk_901198159,2024-01-01 08:02:42,ERROR,server-02,nginx,65447,user_0160,Filesystem corruption detected on /data,2024-01-01 08:02:42 ERROR [server-02] nginx[65447]: Filesystem corruption detected on /data,Disk Failure,1
LOG0005795,blk_144790758,2024-01-01 08:02:52,ERROR,server-01,network-manager,17927,user_0162,Connection timeout to 192.168.1.1 after 30s,2024-01-01 08:02:52 ERROR [server-01] network-manager[17927]: Connection timeout to 192.168.1.1 after 30s,Network Issue,1
LOG0005807,blk_358423998,2024-01-01 08:03:50,ERROR,web-01,mysqld,54113,user_0054,Failed login attempt 50 tries in 10 seconds,2024-01-01 08:03:50 ERROR [web-01] mysqld[54113]: Failed login attempt 50 tries in 10 seconds,Security Attack,1
LOG0005816,blk_954777850,2024-01-01 08:04:38,ERROR,monitor-01,postgres,44268,user_0161,Failed login attempt 50 tries in 10 seconds,2024-01-01 08:04:38 ERROR [monitor-01] postgres[44268]: Failed login attempt 50 tries in 10 seconds,Security Attack,1
LOG0005834,blk_612811270,2024-01-01 08:06:09,ERROR,server-01,cron,43551,user_0158,Service health check failed 3 consecutive times,2024-01-01 08:06:09 ERROR [server-01] cron[43551]: Service health check failed 3 consecutive times,Application Crash,1
LOG0005837,blk_439958951,2024-01-01 08:06:23,ERROR,monitor-01,network-manager,34488,user_0170,DDoS attack detected high traffic volume,2024-01-01 08:06:23 ERROR [monitor-01] network-manager[34488]: DDoS attack detected high traffic volume,Security Attack,1
LOG0005840,blk_565418519,2024-01-01 08:06:38,ERROR,cache-01,redis,18780,user_0012,Application deadlock detected waiting threads,2024-01-01 08:06:38 ERROR [cache-01] redis[18780]: Application deadlock detected waiting threads,Application Crash,1
LOG0005841,blk_570613542,2024-01-01 08:06:40,ERROR,server-02,nginx,34866,user_0042,Network interface eth1 link down,2024-01-01 08:06:40 ERROR [server-02] nginx[34866]: Network interface eth1 link down,Network Issue,1
LOG0005851,blk_529644952,2024-01-01 08:07:31,ERROR,cache-01,postgres,57969,user_0069,Memory usage exceeded 95 percent,2024-01-01 08:07:31 ERROR [cache-01] postgres[57969]: Memory usage exceeded 95 percent,Memory Overflow,1
LOG0005854,blk_501060136,2024-01-01 08:07:46,ERROR,db-primary,sshd,27978,user_0102,Swap usage at 100 percent system thrashing,2024-01-01 08:07:46 ERROR [db-primary] sshd[27978]: Swap usage at 100 percent system thrashing,Memory Overflow,1
LOG0005859,blk_306656322,2024-01-01 08:08:12,ERROR,web-02,kernel,56533,user_0082,Application deadlock detected waiting threads,2024-01-01 08:08:12 ERROR [web-02] kernel[56533]: Application deadlock detected waiting threads,Application Crash,1
LOG0005865,blk_591757197,2024-01-01 08:08:41,ERROR,db-primary,redis,63885,user_0127,Disk timeout after 30 seconds,2024-01-01 08:08:41 ERROR [db-primary] redis[63885]: Disk timeout after 30 seconds,Disk Failure,1
LOG0005870,blk_413067903,2024-01-01 08:09:05,ERROR,monitor-01,network-manager,37637,user_0075,RAID array degraded missing disk,2024-01-01 08:09:05 ERROR [monitor-01] network-manager[37637]: RAID array degraded missing disk,Disk Failure,1
LOG0005872,blk_474363942,2024-01-01 08:09:16,ERROR,db-primary,systemd,24297,user_0130,Malware signature matched in process,2024-01-01 08:09:16 ERROR [db-primary] systemd[24297]: Malware signature matched in process,Security Attack,1
LOG0005885,blk_893184814,2024-01-01 08:10:21,ERROR,monitor-01,postgres,4445,user_0066,Disk controller failure reported,2024-01-01 08:10:21 ERROR [monitor-01] postgres[4445]: Disk controller failure reported,Disk Failure,1
LOG0005886,blk_655245920,2024-01-01 08:10:28,ERROR,monitor-01,nginx,29896,user_0155,Buffer overflow detected in stack,2024-01-01 08:10:28 ERROR [monitor-01] nginx[29896]: Buffer overflow detected in stack,Memory Overflow,1
LOG0005891,blk_405007298,2024-01-01 08:10:52,ERROR,monitor-01,cron,11875,user_0124,SSL handshake timeout connection reset,2024-01-01 08:10:52 ERROR [monitor-01] cron[11875]: SSL handshake timeout connection reset,Network Issue,1
LOG0005898,blk_157345481,2024-01-01 08:11:27,ERROR,web-02,nginx,34602,user_0167,SQL injection pattern detected in request,2024-01-01 08:11:27 ERROR [web-02] nginx[34602]: SQL injection pattern detected in request,Security Attack,1
LOG0005910,blk_394085855,2024-01-01 08:12:28,ERROR,cache-01,cron,38948,user_0027,Failed login attempt 50 tries in 10 seconds,2024-01-01 08:12:28 ERROR [cache-01] cron[38948]: Failed login attempt 50 tries in 10 seconds,Security Attack,1
LOG0005916,blk_960884968,2024-01-01 08:12:57,ERROR,web-02,redis,2377,user_0193,HDD temperature exceeded threshold 65C,2024-01-01 08:12:57 ERROR [web-02] redis[2377]: HDD temperature exceeded threshold 65C,Disk Failure,1
LOG0005925,blk_709578873,2024-01-01 08:13:41,ERROR,web-01,systemd,30043,user_0009,SSL handshake timeout connection reset,2024-01-01 08:13:41 ERROR [web-01] systemd[30043]: SSL handshake timeout connection reset,Network Issue,1
LOG0005932,blk_880420517,2024-01-01 08:14:17,ERROR,db-replica,systemd,30643,user_0039,Disk timeout after 30 seconds,2024-01-01 08:14:17 ERROR [db-replica] systemd[30643]: Disk timeout after 30 seconds,Disk Failure,1
LOG0005933,blk_660367267,2024-01-01 08:14:20,ERROR,app-server,network-manager,51116,user_0188,GC overhead limit exceeded,2024-01-01 08:14:20 ERROR [app-server] network-manager[51116]: GC overhead limit exceeded,Memory Overflow,1
LOG0005936,blk_501257524,2024-01-01 08:14:37,ERROR,db-primary,nginx,44297,user_0028,Process killed memory limit reached,2024-01-01 08:14:37 ERROR [db-primary] nginx[44297]: Process killed memory limit reached,Memory Overflow,1
LOG0005938,blk_509318164,2024-01-01 08:14:49,ERROR,proxy-01,sshd,47475,user_0062,Memory usage exceeded 95 percent,2024-01-01 08:14:49 ERROR [proxy-01] sshd[47475]: Memory usage exceeded 95 percent,Memory Overflow,1
LOG0005952,blk_381704185,2024-01-01 08:15:59,ERROR,db-primary,systemd,16230,user_0055,OutOfMemoryError Java heap space,2024-01-01 08:15:59 ERROR [db-primary] systemd[16230]: OutOfMemoryError Java heap space,Memory Overflow,1
LOG0005960,blk_319597751,2024-01-01 08:16:36,ERROR,web-01,mysqld,7291,user_0190,Service health check failed 3 consecutive times,2024-01-01 08:16:36 ERROR [web-01] mysqld[7291]: Service health check failed 3 consecutive times,Application Crash,1
LOG0005962,blk_551311842,2024-01-01 08:16:49,ERROR,db-replica,cron,2245,user_0004,Disk timeout after 30 seconds,2024-01-01 08:16:49 ERROR [db-replica] cron[2245]: Disk timeout after 30 seconds,Disk Failure,1
LOG0005966,blk_597178108,2024-01-01 08:17:08,ERROR,db-primary,cron,57946,user_0130,Read error on sector 20480,2024-01-01 08:17:08 ERROR [db-primary] cron[57946]: Read error on sector 20480,Disk Failure,1
LOG0005968,blk_121568211,2024-01-01 08:17:18,ERROR,server-02,systemd,31158,user_0096,Service health check failed 3 consecutive times,2024-01-01 08:17:18 ERROR [server-02] systemd[31158]: Service health check failed 3 consecutive times,Application Crash,1
LOG0005969,blk_932621654,2024-01-01 08:17:20,ERROR,db-primary,network-manager,49972,user_0007,TCP retransmit storm detected on port 443,2024-01-01 08:17:20 ERROR [db-primary] network-manager[49972]: TCP retransmit storm detected on port 443,Network Issue,1
LOG0005976,blk_264488468,2024-01-01 08:17:55,ERROR,app-server,mysqld,62559,user_0044,Database connection pool exhausted timeout,2024-01-01 08:17:55 ERROR [app-server] mysqld[62559]: Database connection pool exhausted timeout,Application Crash,1
LOG0005979,blk_317344771,2024-01-01 08:18:13,ERROR,monitor-01,redis,53261,user_0167,Virtual memory exhausted cannot allocate,2024-01-01 08:18:13 ERROR [monitor-01] redis[53261]: Virtual memory exhausted cannot allocate,Memory Overflow,1
LOG0005987,blk_899456716,2024-01-01 08:18:50,ERROR,cache-01,sshd,19503,user_0153,Connection timeout to 192.168.1.1 after 30s,2024-01-01 08:18:50 ERROR [cache-01] sshd[19503]: Connection timeout to 192.168.1.1 after 30s,Network Issue,1
LOG0005992,blk_418943109,2024-01-01 08:19:19,ERROR,server-01,java-app,16265,user_0132,Firewall dropping packets from subnet,2024-01-01 08:19:19 ERROR [server-01] java-app[16265]: Firewall dropping packets from subnet,Network Issue,1
LOG0005993,blk_453744365,2024-01-01 08:19:21,ERROR,cache-01,redis,64475,user_0125,RSS memory usage 98 percent critical,2024-01-01 08:19:21 ERROR [cache-01] redis[64475]: RSS memory usage 98 percent critical,Memory Overflow,1
LOG0005996,blk_573267975,2024-01-01 08:19:36,ERROR,app-server,cron,41574,user_0178,DNS resolution failed for db.internal host,2024-01-01 08:19:36 ERROR [app-server] cron[41574]: DNS resolution failed for db.internal host,Network Issue,1
LOG0005998,blk_250921078,2024-01-01 08:19:49,ERROR,web-01,mysqld,47088,user_0063,Failed login attempt 50 tries in 10 seconds,2024-01-01 08:19:49 ERROR [web-01] mysqld[47088]: Failed login attempt 50 tries in 10 seconds,Security Attack,1
LOG0006000,blk_469442038,2024-01-01 08:19:56,ERROR,server-01,java-app,8625,user_0098,Disk timeout after 30 seconds,2024-01-01 08:19:56 ERROR [server-01] java-app[8625]: Disk timeout after 30 seconds,Disk Failure,1
LOG0006009,blk_173266731,2024-01-01 08:20:42,ERROR,db-primary,systemd,9653,user_0084,Read error on sector 20480,2024-01-01 08:20:42 ERROR [db-primary] systemd[9653]: Read error on sector 20480,Disk Failure,1
LOG0006013,blk_550549854,2024-01-01 08:21:02,ERROR,web-02,redis,42403,user_0175,TCP retransmit storm detected on port 443,2024-01-01 08:21:02 ERROR [web-02] redis[42403]: TCP retransmit storm detected on port 443,Network Issue,1
LOG0006016,blk_831931837,2024-01-01 08:21:15,ERROR,web-01,sshd,26680,user_0037,HDD temperature exceeded threshold 65C,2024-01-01 08:21:15 ERROR [web-01] sshd[26680]: HDD temperature exceeded threshold 65C,Disk Failure,1
LOG0006020,blk_329360798,2024-01-01 08:21:36,ERROR,server-02,redis,2393,user_0036,Buffer overflow detected in stack,2024-01-01 08:21:36 ERROR [server-02] redis[2393]: Buffer overflow detected in stack,Memory Overflow,1
LOG0006021,blk_687924418,2024-01-01 08:21:41,ERROR,web-02,sshd,40324,user_0134,Read error on sector 20480,2024-01-01 08:21:41 ERROR [web-02] sshd[40324]: Read error on sector 20480,Disk Failure,1
LOG0006022,blk_922096457,2024-01-01 08:21:49,ERROR,monitor-01,sshd,56813,user_0125,Disk I/O error on /dev/sda1,2024-01-01 08:21:49 ERROR [monitor-01] sshd[56813]: Disk I/O error on /dev/sda1,Disk Failure,1
LOG0006023,blk_518633591,2024-01-01 08:21:52,ERROR,server-02,redis,61620,user_0042,GC overhead limit exceeded,2024-01-01 08:21:52 ERROR [server-02] redis[61620]: GC overhead limit exceeded,Memory Overflow,1
LOG0006038,blk_628051684,2024-01-01 08:23:09,ERROR,web-02,java-app,61693,user_0018,RAID array degraded missing disk,2024-01-01 08:23:09 ERROR [web-02] java-app[61693]: RAID array degraded missing disk,Disk Failure,1
LOG0006046,blk_652592068,2024-01-01 08:23:49,ERROR,server-01,redis,38942,user_0044,Stack overflow error in recursive function,2024-01-01 08:23:49 ERROR [server-01] redis[38942]: Stack overflow error in recursive function,Application Crash,1
LOG0006047,blk_921101087,2024-01-01 08:23:53,ERROR,proxy-01,cron,42198,user_0086,SQL injection pattern detected in request,2024-01-01 08:23:53 ERROR [proxy-01] cron[42198]: SQL injection pattern detected in request,Security Attack,1
LOG0006059,blk_868795540,2024-01-01 08:24:54,ERROR,db-primary,systemd,15849,user_0043,Application deadlock detected waiting threads,2024-01-01 08:24:54 ERROR [db-primary] systemd[15849]: Application deadlock detected waiting threads,Application Crash,1
LOG0006061,blk_444826501,2024-01-01 08:25:04,ERROR,web-02,systemd,27574,user_0196,Connection timeout to 192.168.1.1 after 30s,2024-01-01 08:25:04 ERROR [web-02] systemd[27574]: Connection timeout to 192.168.1.1 after 30s,Network Issue,1
LOG0006064,blk_773523122,2024-01-01 08:25:19,ERROR,server-01,cron,54107,user_0185,ARP table overflow network flooding,2024-01-01 08:25:19 ERROR [server-01] cron[54107]: ARP table overflow network flooding,Network Issue,1
LOG0006085,blk_178029004,2024-01-01 08:27:03,ERROR,db-replica,nginx,34007,user_0080,OutOfMemoryError Java heap space,2024-01-01 08:27:03 ERROR [db-replica] nginx[34007]: OutOfMemoryError Java heap space,Memory Overflow,1
LOG0006091,blk_440055920,2024-01-01 08:27:34,ERROR,monitor-01,cron,17379,user_0152,ARP table overflow network flooding,2024-01-01 08:27:34 ERROR [monitor-01] cron[17379]: ARP table overflow network flooding,Network Issue,1
LOG0006111,blk_374299517,2024-01-01 08:29:12,ERROR,server-01,java-app,15016,user_0126,HDD temperature exceeded threshold 65C,2024-01-01 08:29:12 ERROR [server-01] java-app[15016]: HDD temperature exceeded threshold 65C,Disk Failure,1
LOG0006115,blk_485436500,2024-01-01 08:29:32,ERROR,web-02,redis,20066,user_0047,Memory leak detected in application thread,2024-01-01 08:29:32 ERROR [web-02] redis[20066]: Memory leak detected in application thread,Memory Overflow,1
LOG0006116,blk_442892121,2024-01-01 08:29:35,ERROR,web-02,network-manager,24884,user_0094,Virtual memory exhausted cannot allocate,2024-01-01 08:29:35 ERROR [web-02] network-manager[24884]: Virtual memory exhausted cannot allocate,Memory Overflow,1
LOG0006122,blk_841390357,2024-01-01 08:30:09,ERROR,web-01,nginx,16082,user_0195,Packet loss 40 percent on eth0 interface,2024-01-01 08:30:09 ERROR [web-01] nginx[16082]: Packet loss 40 percent on eth0 interface,Network Issue,1
LOG0006155,blk_239399277,2024-01-01 08:32:54,ERROR,db-replica,mysqld,49773,user_0105,Failed login attempt 50 tries in 10 seconds,2024-01-01 08:32:54 ERROR [db-replica] mysqld[49773]: Failed login attempt 50 tries in 10 seconds,Security Attack,1
LOG0006164,blk_451171747,2024-01-01 08:33:37,ERROR,server-02,cron,42763,user_0117,Bad sector detected at block 4096,2024-01-01 08:33:37 ERROR [server-02] cron[42763]: Bad sector detected at block 4096,Disk Failure,1
LOG0006174,blk_647753569,2024-01-01 08:34:25,ERROR,proxy-01,redis,12330,user_0181,SSL handshake timeout connection reset,2024-01-01 08:34:25 ERROR [proxy-01] redis[12330]: SSL handshake timeout connection reset,Network Issue,1
LOG0006175,blk_464696912,2024-01-01 08:34:34,ERROR,db-replica,cron,65361,user_0055,Brute force attack on SSH port 22 blocked,2024-01-01 08:34:34 ERROR [db-replica] cron[65361]: Brute force attack on SSH port 22 blocked,Security Attack,1
LOG0006182,blk_786311189,2024-01-01 08:35:08,ERROR,web-02,redis,30775,user_0056,SSL handshake timeout connection reset,2024-01-01 08:35:08 ERROR [web-02] redis[30775]: SSL handshake timeout connection reset,Network Issue,1
LOG0006183,blk_674607469,2024-01-01 08:35:13,ERROR,server-01,nginx,8787,user_0081,Service health check failed 3 consecutive times,2024-01-01 08:35:13 ERROR [server-01] nginx[8787]: Service health check failed 3 consecutive times,Application Crash,1
LOG0006185,blk_277069831,2024-01-01 08:35:24,ERROR,web-01,kernel,5009,user_0150,Filesystem corruption detected on /data,2024-01-01 08:35:24 ERROR [web-01] kernel[5009]: Filesystem corruption detected on /data,Disk Failure,1
LOG0006186,blk_360850986,2024-01-01 08:35:26,ERROR,server-01,network-manager,37713,user_0128,High network latency 2500ms detected,2024-01-01 08:35:26 ERROR [server-01] network-manager[37713]: High network latency 2500ms detected,Network Issue,1
LOG0006195,blk_973621225,2024-01-01 08:36:11,ERROR,proxy-01,redis,37861,user_0111,SMART error disk health critical,2024-01-01 08:36:11 ERROR [proxy-01] redis[37861]: SMART error disk health critical,Disk Failure,1
LOG0006212,blk_352480907,2024-01-01 08:37:38,ERROR,db-primary,postgres,57185,user_0170,Bad sector detected at block 4096,2024-01-01 08:37:38 ERROR [db-primary] postgres[57185]: Bad sector detected at block 4096,Disk Failure,1
LOG0006216,blk_127299485,2024-01-01 08:37:59,ERROR,cache-01,mysqld,53842,user_0156,Failed login attempt 50 tries in 10 seconds,2024-01-01 08:37:59 ERROR [cache-01] mysqld[53842]: Failed login attempt 50 tries in 10 seconds,Security Attack,1
LOG0006227,blk_980677726,2024-01-01 08:38:54,ERROR,server-02,network-manager,56952,user_0037,Unauthorized access detected from IP address,2024-01-01 08:38:54 ERROR [server-02] network-manager[56952]: Unauthorized access detected from IP address,Security Attack,1
LOG0006228,blk_960612228,2024-01-01 08:38:56,ERROR,proxy-01,mysqld,6880,user_0122,GC overhead limit exceeded,2024-01-01 08:38:56 ERROR [proxy-01] mysqld[6880]: GC overhead limit exceeded,Memory Overflow,1
LOG0006231,blk_853860892,2024-01-01 08:39:10,ERROR,proxy-01,kernel,20830,user_0078,Database connection pool exhausted timeout,2024-01-01 08:39:10 ERROR [proxy-01] kernel[20830]: Database connection pool exhausted timeout,Application Crash,1
LOG0006232,blk_207292195,2024-01-01 08:39:16,ERROR,cache-01,network-manager,9314,user_0024,GC overhead limit exceeded,2024-01-01 08:39:16 ERROR [cache-01] network-manager[9314]: GC overhead limit exceeded,Memory Overflow,1
LOG0006240,blk_207211808,2024-01-01 08:39:58,ERROR,db-replica,network-manager,49470,user_0008,Kernel OOM killer activated pid terminated,2024-01-01 08:39:58 ERROR [db-replica] network-manager[49470]: Kernel OOM killer activated pid terminated,Memory Overflow,1
LOG0006245,blk_687918508,2024-01-01 08:40:22,ERROR,monitor-01,kernel,29469,user_0048,DNS resolution failed for db.internal host,2024-01-01 08:40:22 ERROR [monitor-01] kernel[29469]: DNS resolution failed for db.internal host,Network Issue,1
LOG0006246,blk_128681923,2024-01-01 08:40:29,ERROR,app-server,kernel,44361,user_0050,ARP table overflow network flooding,2024-01-01 08:40:29 ERROR [app-server] kernel[44361]: ARP table overflow network flooding,Network Issue,1
LOG0006251,blk_747150086,2024-01-01 08:40:51,ERROR,web-01,network-manager,20753,user_0034,Read error on sector 20480,2024-01-01 08:40:51 ERROR [web-01] network-manager[20753]: Read error on sector 20480,Disk Failure,1
LOG0006252,blk_125964109,2024-01-01 08:40:56,ERROR,db-replica,java-app,35242,user_0124,Config file parse error service not starting,2024-01-01 08:40:56 ERROR [db-replica] java-app[35242]: Config file parse error service not starting,Application Crash,1
LOG0006263,blk_930029244,2024-01-01 08:41:51,ERROR,app-server,kernel,33466,user_0138,Privilege escalation attempt detected,2024-01-01 08:41:51 ERROR [app-server] kernel[33466]: Privilege escalation attempt detected,Security Attack,1
LOG0006267,blk_414500225,2024-01-01 08:42:12,ERROR,server-02,kernel,43868,user_0026,SSL handshake timeout connection reset,2024-01-01 08:42:12 ERROR [server-02] kernel[43868]: SSL handshake timeout connection reset,Network Issue,1
LOG0006270,blk_625959337,2024-01-01 08:42:25,ERROR,server-02,mysqld,59107,user_0114,Privilege escalation attempt detected,2024-01-01 08:42:25 ERROR [server-02] mysqld[59107]: Privilege escalation attempt detected,Security Attack,1
LOG0006272,blk_371020926,2024-01-01 08:42:39,ERROR,web-01,java-app,32945,user_0146,BGP session dropped unexpected reset,2024-01-01 08:42:39 ERROR [web-01] java-app[32945]: BGP session dropped unexpected reset,Network Issue,1
LOG0006276,blk_663369897,2024-01-01 08:42:57,ERROR,web-02,postgres,30665,user_0034,XSS attack vector found in form submission,2024-01-01 08:42:57 ERROR [web-02] postgres[30665]: XSS attack vector found in form submission,Security Attack,1
LOG0006281,blk_682390373,2024-01-01 08:43:21,ERROR,server-01,network-manager,5621,user_0016,Swap usage at 100 percent system thrashing,2024-01-01 08:43:21 ERROR [server-01] network-manager[5621]: Swap usage at 100 percent system thrashing,Memory Overflow,1
LOG0006300,blk_853984257,2024-01-01 08:44:59,ERROR,web-02,systemd,33782,user_0007,Suspicious HTTP payload detected in request,2024-01-01 08:44:59 ERROR [web-02] systemd[33782]: Suspicious HTTP payload detected in request,Security Attack,1
LOG0006302,blk_301039624,2024-01-01 08:45:09,ERROR,app-server,mysqld,18904,user_0181,Port scan detected from remote host,2024-01-01 08:45:09 ERROR [app-server] mysqld[18904]: Port scan detected from remote host,Security Attack,1
LOG0006305,blk_999406489,2024-01-01 08:45:23,ERROR,cache-01,network-manager,59821,user_0041,GC overhead limit exceeded,2024-01-01 08:45:23 ERROR [cache-01] network-manager[59821]: GC overhead limit exceeded,Memory Overflow,1
LOG0006308,blk_430062372,2024-01-01 08:45:35,ERROR,db-replica,java-app,43004,user_0118,Virtual memory exhausted cannot allocate,2024-01-01 08:45:35 ERROR [db-replica] java-app[43004]: Virtual memory exhausted cannot allocate,Memory Overflow,1
LOG0006310,blk_330638171,2024-01-01 08:45:46,ERROR,cache-01,cron,30929,user_0064,RAID array degraded missing disk,2024-01-01 08:45:46 ERROR [cache-01] cron[30929]: RAID array degraded missing disk,Disk Failure,1
